6739,76305,230,1,2020-09-05 16:20:03
7460,81008,1455,4,2020-09-05 16:20:04
6701,7556,1159,2,2020-09-05 16:20:05
8021,36492,3727,2,2020-09-05 16:20:06
6442,11282,4387,5,2020-09-05 16:20:07
5643,36216,1619,1,2020-09-05 16:20:08
7186,48203,2691,5,2020-09-05 16:20:09
6668,7427,2037,3,2020-09-05 16:20:10
8669,51578,4237,4,2020-09-05 16:20:11
8206,77899,4089,1,2020-09-05 16:20:12
7732,31755,3700,5,2020-09-05 16:20:13
8107,32824,4168,5,2020-09-05 16:20:14
8925,5211,4001,4,2020-09-05 16:20:15
5732,66187,2198,4,2020-09-05 16:20:16
6728,839,1956,2,2020-09-05 16:20:17
6370,63643,2657,2,2020-09-05 16:20:18
8150,76537,1299,4,2020-09-05 16:20:19
5709,67374,157,4,2020-09-05 16:20:20
8719,4068,257,4,2020-09-05 16:20:21
5727,2709,2463,2,2020-09-05 16:20:22
7796,72708,3527,5,2020-09-05 16:20:23
6485,87513,2909,4,2020-09-05 16:20:24
7042,41460,574,4,2020-09-05 16:20:25
8904,35404,2612,4,2020-09-05 16:20:26
6029,19629,1884,1,2020-09-05 16:20:27
8189,23923,366,2,2020-09-05 16:20:28
8323,60958,755,3,2020-09-05 16:20:29
8216,64735,621,4,2020-09-05 16:20:30
6212,83962,2328,5,2020-09-05 16:20:31
6573,63393,1292,4,2020-09-05 16:20:32
6914,39822,3569,3,2020-09-05 16:20:33
5755,52698,3188,4,2020-09-05 16:20:34
8460,11223,598,3,2020-09-05 16:20:35
6509,40772,3121,4,2020-09-05 16:20:36
6084,54176,4676,2,2020-09-05 16:20:37
7432,76819,2649,5,2020-09-05 16:20:38
5675,16386,3847,5,2020-09-05 16:20:39
6696,73447,3156,4,2020-09-05 16:20:40
7291,58811,490,2,2020-09-05 16:20:41
7191,89532,2585,4,2020-09-05 16:20:42
8635,54693,122,3,2020-09-05 16:20:43
7233,81056,2502,4,2020-09-05 16:20:44
6100,54643,1791,4,2020-09-05 16:20:45
8254,23369,3181,1,2020-09-05 16:20:46
5792,15945,1723,2,2020-09-05 16:20:47
7727,36767,4649,1,2020-09-05 16:20:48
8878,83338,1903,5,2020-09-05 16:20:49
8850,53294,1827,3,2020-09-05 16:20:50
7158,58677,2557,3,2020-09-05 16:20:51
7100,10473,2084,3,2020-09-05 16:20:52
7332,21152,3331,2,2020-09-05 16:20:53
7896,17777,3911,2,2020-09-05 16:20:54
7467,7788,1729,2,2020-09-05 16:20:55
6055,20323,3955,5,2020-09-05 16:20:56
6294,76743,133,4,2020-09-05 16:20:57
8021,20132,3727,3,2020-09-05 16:20:58
8305,41753,3066,2,2020-09-05 16:20:59
6940,80369,1889,5,2020-09-05 16:21:00
6891,65424,4238,1,2020-09-05 16:21:01
7857,79853,367,2,2020-09-05 16:21:02
5921,50578,2576,3,2020-09-05 16:21:03
6377,45126,79,5,2020-09-05 16:21:04
7593,63401,4700,4,2020-09-05 16:21:05
6412,21868,938,5,2020-09-05 16:21:06
8529,25673,3745,3,2020-09-05 16:21:07
7837,29745,2178,3,2020-09-05 16:21:08
7212,8732,2316,3,2020-09-05 16:21:09
8282,5479,4133,5,2020-09-05 16:21:10
8624,88407,3573,4,2020-09-05 16:21:11
5624,71829,1621,4,2020-09-05 16:21:12
7761,75902,4701,2,2020-09-05 16:21:13
8071,38559,3861,1,2020-09-05 16:21:14
7804,76481,1517,5,2020-09-05 16:21:15
8820,40268,3202,2,2020-09-05 16:21:16
6036,13759,1337,5,2020-09-05 16:21:17
5844,6208,136,2,2020-09-05 16:21:18
7698,81437,3114,4,2020-09-05 16:21:19
5639,46775,2579,4,2020-09-05 16:21:20
7129,48960,3625,1,2020-09-05 16:21:21
6221,39616,3362,3,2020-09-05 16:21:22
8802,69200,3567,1,2020-09-05 16:21:23
6724,49994,4622,3,2020-09-05 16:21:24
6124,9815,4801,3,2020-09-05 16:21:25
7132,24836,1784,5,2020-09-05 16:21:26
8546,53474,2708,3,2020-09-05 16:21:27
5643,24171,1619,5,2020-09-05 16:21:28
8071,9170,3861,2,2020-09-05 16:21:29
8156,3049,2011,5,2020-09-05 16:21:30
7767,61886,1189,5,2020-09-05 16:21:31
7764,60090,3278,3,2020-09-05 16:21:32
8146,37332,2768,3,2020-09-05 16:21:33
8680,82963,4408,3,2020-09-05 16:21:34
8024,70243,4506,1,2020-09-05 16:21:35
8494,16497,1342,4,2020-09-05 16:21:36
6004,76174,2190,3,2020-09-05 16:21:37
7755,56752,226,5,2020-09-05 16:21:38
5963,240,1205,3,2020-09-05 16:21:39
8589,88433,631,4,2020-09-05 16:21:40
7347,27837,314,1,2020-09-05 16:21:41
6505,72604,1305,2,2020-09-05 16:21:42
8642,6162,984,4,2020-09-05 16:21:43
6554,58145,1889,5,2020-09-05 16:21:44
8034,86122,4335,3,2020-09-05 16:21:45
6622,2507,3803,1,2020-09-05 16:21:46
8302,33713,1229,4,2020-09-05 16:21:47
8036,78166,4206,3,2020-09-05 16:21:48
7516,7978,1937,1,2020-09-05 16:21:49
7009,70536,4850,3,2020-09-05 16:21:50
8932,2487,4842,3,2020-09-05 16:21:51
8882,85701,2126,3,2020-09-05 16:21:52
8943,11017,4946,1,2020-09-05 16:21:53
7073,2324,1763,5,2020-09-05 16:21:54
8370,68498,2061,1,2020-09-05 16:21:55
8587,59617,145,3,2020-09-05 16:21:56
8888,21645,4433,4,2020-09-05 16:21:57
6774,27272,4844,3,2020-09-05 16:21:58
8906,50664,2709,4,2020-09-05 16:21:59
8414,84880,3262,1,2020-09-05 16:22:00
7317,14764,4048,5,2020-09-05 16:22:01
7266,76670,370,1,2020-09-05 16:22:02
7873,89838,3820,3,2020-09-05 16:22:03
8773,55496,2289,2,2020-09-05 16:22:04
5883,17993,113,4,2020-09-05 16:22:05
5820,85882,510,2,2020-09-05 16:22:06
5681,8428,1062,2,2020-09-05 16:22:07
8215,21205,2819,4,2020-09-05 16:22:08
5956,7565,2731,4,2020-09-05 16:22:09
8905,54998,1045,3,2020-09-05 16:22:10
6647,43976,3909,1,2020-09-05 16:22:11
8088,79350,3984,3,2020-09-05 16:22:12
5932,37240,2691,5,2020-09-05 16:22:13
5714,46464,1845,5,2020-09-05 16:22:14
5943,17587,951,2,2020-09-05 16:22:15
8924,75079,2221,3,2020-09-05 16:22:16
7577,43176,3137,2,2020-09-05 16:22:17
7228,757,3375,4,2020-09-05 16:22:18
7321,86017,4010,1,2020-09-05 16:22:19
6503,30851,4635,5,2020-09-05 16:22:20
6267,49438,2748,1,2020-09-05 16:22:21
8116,57717,424,2,2020-09-05 16:22:22
8837,35078,2701,1,2020-09-05 16:22:23
8238,81136,648,3,2020-09-05 16:22:24
8624,35149,3573,5,2020-09-05 16:22:25
7071,77941,1727,1,2020-09-05 16:22:26
5978,3300,2718,4,2020-09-05 16:22:27
7840,75274,3143,1,2020-09-05 16:22:28
6058,41057,57,1,2020-09-05 16:22:29
7761,48008,4701,3,2020-09-05 16:22:30
8476,53238,4538,4,2020-09-05 16:22:31
6127,33807,4621,2,2020-09-05 16:22:32
8512,86294,3430,4,2020-09-05 16:22:33
6057,79754,2503,5,2020-09-05 16:22:34
6903,84329,1002,3,2020-09-05 16:22:35
8024,79194,4506,1,2020-09-05 16:22:36
6591,15949,709,1,2020-09-05 16:22:37
6302,64772,1717,2,2020-09-05 16:22:38
7306,58197,86,2,2020-09-05 16:22:39
8284,59602,4455,3,2020-09-05 16:22:40
5932,50839,2691,5,2020-09-05 16:22:41
8782,7027,695,1,2020-09-05 16:22:42
7196,63944,4862,2,2020-09-05 16:22:43
8796,14373,528,3,2020-09-05 16:22:44
7857,26657,367,4,2020-09-05 16:22:45
7165,36285,3318,1,2020-09-05 16:22:46
5932,16487,2691,3,2020-09-05 16:22:47
7713,43921,2808,3,2020-09-05 16:22:48
5725,86592,1304,3,2020-09-05 16:22:49
6963,63818,3423,3,2020-09-05 16:22:50
8064,42492,58,1,2020-09-05 16:22:51
5868,38563,3927,3,2020-09-05 16:22:52
6561,60895,2583,4,2020-09-05 16:22:53
8053,82366,353,5,2020-09-05 16:22:54
7928,45119,3451,5,2020-09-05 16:22:55
7351,73012,565,1,2020-09-05 16:22:56
7590,73578,3841,5,2020-09-05 16:22:57
8556,61871,1665,5,2020-09-05 16:22:58
8467,32873,4853,3,2020-09-05 16:22:59
6245,83716,527,5,2020-09-05 16:23:00
7765,75574,100,3,2020-09-05 16:23:01
7864,29332,1471,4,2020-09-05 16:23:02
8844,439,3496,1,2020-09-05 16:23:03
8698,24926,90,4,2020-09-05 16:23:04
7980,39264,88,2,2020-09-05 16:23:05
6243,16839,4033,3,2020-09-05 16:23:06
7994,31023,2176,5,2020-09-05 16:23:07
6259,30488,4028,3,2020-09-05 16:23:08
7977,5945,4157,5,2020-09-05 16:23:09
7241,12238,993,4,2020-09-05 16:23:10
6707,68476,4743,2,2020-09-05 16:23:11
6646,10875,2428,3,2020-09-05 16:23:12
6570,49822,446,5,2020-09-05 16:23:13
6090,32918,1292,1,2020-09-05 16:23:14
7761,59624,4701,3,2020-09-05 16:23:15
6829,12657,2230,1,2020-09-05 16:23:16
6756,89175,1240,3,2020-09-05 16:23:17
5725,63251,1304,4,2020-09-05 16:23:18
8307,34786,2630,1,2020-09-05 16:23:19
5787,11617,3832,4,2020-09-05 16:23:20
5643,17490,1619,3,2020-09-05 16:23:21
8567,29429,1313,3,2020-09-05 16:23:22
8301,42080,1594,4,2020-09-05 16:23:23
8129,31307,3468,5,2020-09-05 16:23:24
7141,18007,1787,1,2020-09-05 16:23:25
5982,59099,2838,2,2020-09-05 16:23:26
7317,21202,4048,3,2020-09-05 16:23:27
6589,57788,529,4,2020-09-05 16:23:28
7972,41273,2769,1,2020-09-05 16:23:29
8531,69299,1377,2,2020-09-05 16:23:30
8969,16994,4612,4,2020-09-05 16:23:31
7520,88385,4711,5,2020-09-05 16:23:32
7344,83368,3945,1,2020-09-05 16:23:33
7496,43629,2331,1,2020-09-05 16:23:34
7850,36530,164,2,2020-09-05 16:23:35
8158,36462,2310,2,2020-09-05 16:23:36
7612,13379,239,1,2020-09-05 16:23:37
7098,52526,3803,4,2020-09-05 16:23:38
8424,12659,2781,3,2020-09-05 16:23:39
6087,3149,2008,4,2020-09-05 16:23:40
6732,34099,4706,5,2020-09-05 16:23:41
6287,67651,2693,5,2020-09-05 16:23:42
8644,69733,1345,1,2020-09-05 16:23:43
7185,11094,3121,2,2020-09-05 16:23:44
7976,87891,3490,1,2020-09-05 16:23:45
5706,41367,317,4,2020-09-05 16:23:46
7543,68455,2012,5,2020-09-05 16:23:47
6323,87644,3461,1,2020-09-05 16:23:48
7687,78919,2285,5,2020-09-05 16:23:49
8404,20151,398,4,2020-09-05 16:23:50
8810,87066,2152,4,2020-09-05 16:23:51
6709,48897,702,3,2020-09-05 16:23:52
6257,39416,3964,2,2020-09-05 16:23:53
8539,27725,2420,1,2020-09-05 16:23:54
5943,47130,951,5,2020-09-05 16:23:55
8752,5352,3536,3,2020-09-05 16:23:56
8983,19155,3334,1,2020-09-05 16:23:57
6387,85901,3408,4,2020-09-05 16:23:58
7330,70720,4960,3,2020-09-05 16:23:59
5958,41429,2683,5,2020-09-05 16:24:00
7658,59521,4488,1,2020-09-05 16:24:01
8950,61667,897,4,2020-09-05 16:24:02
8195,37876,1374,1,2020-09-05 16:24:03
6595,72740,3443,4,2020-09-05 16:24:04
6946,41910,1061,3,2020-09-05 16:24:05
7177,40828,4331,4,2020-09-05 16:24:06
6712,62814,1617,1,2020-09-05 16:24:07
7355,77610,1958,5,2020-09-05 16:24:08
8326,17783,925,2,2020-09-05 16:24:09
5611,60205,1544,4,2020-09-05 16:24:10
6556,81053,2044,5,2020-09-05 16:24:11
8885,3952,2901,5,2020-09-05 16:24:12
8832,1411,4837,1,2020-09-05 16:24:13
7030,87344,2933,4,2020-09-05 16:24:14
7619,53728,3579,2,2020-09-05 16:24:15
7158,32537,2557,1,2020-09-05 16:24:16
8765,73197,4348,1,2020-09-05 16:24:17
5869,2255,3180,2,2020-09-05 16:24:18
6247,1020,1536,1,2020-09-05 16:24:19
5937,16614,4161,4,2020-09-05 16:24:20
8884,1563,2267,4,2020-09-05 16:24:21
7891,15090,4654,3,2020-09-05 16:24:22
8453,28314,140,5,2020-09-05 16:24:23
6569,77179,2718,3,2020-09-05 16:24:24
7160,63748,2596,3,2020-09-05 16:24:25
7153,72556,2136,2,2020-09-05 16:24:26
7857,15914,367,3,2020-09-05 16:24:27
8911,7633,4021,2,2020-09-05 16:24:28
5784,59188,3415,5,2020-09-05 16:24:29
8263,5488,935,3,2020-09-05 16:24:30
8106,10227,769,4,2020-09-05 16:24:31
8216,80706,621,4,2020-09-05 16:24:32
5926,19166,1184,4,2020-09-05 16:24:33
8199,82871,4634,3,2020-09-05 16:24:34
5857,23099,1795,4,2020-09-05 16:24:35
6292,46219,4698,4,2020-09-05 16:24:36
8427,62399,1088,4,2020-09-05 16:24:37
8168,63524,4789,4,2020-09-05 16:24:38
5911,17578,4555,3,2020-09-05 16:24:39
8749,79656,4418,2,2020-09-05 16:24:40
6856,14092,125,2,2020-09-05 16:24:41
8671,85300,4108,5,2020-09-05 16:24:42
8072,56637,1877,5,2020-09-05 16:24:43
8995,42722,4320,5,2020-09-05 16:24:44
8422,75237,4346,3,2020-09-05 16:24:45
6050,11751,4182,4,2020-09-05 16:24:46
7738,44078,3799,1,2020-09-05 16:24:47
8058,18389,1164,2,2020-09-05 16:24:48
8658,25899,3101,2,2020-09-05 16:24:49
8417,64015,1882,4,2020-09-05 16:24:50
6058,10497,57,2,2020-09-05 16:24:51
8025,65827,4688,2,2020-09-05 16:24:52
7100,87522,2084,5,2020-09-05 16:24:53
8558,11434,1760,2,2020-09-05 16:24:54
6969,4865,1047,5,2020-09-05 16:24:55
6746,37861,205,1,2020-09-05 16:24:56
6333,1990,1782,2,2020-09-05 16:24:57
7832,76307,3238,4,2020-09-05 16:24:58
6338,34533,1952,5,2020-09-05 16:24:59
5766,76643,1585,5,2020-09-05 16:25:00
8841,85198,4660,4,2020-09-05 16:25:01
8760,37386,2356,2,2020-09-05 16:25:02
6404,11967,322,4,2020-09-05 16:25:03
6080,20725,3004,3,2020-09-05 16:25:04
8897,81146,653,1,2020-09-05 16:25:05
7683,74294,4121,5,2020-09-05 16:25:06
7853,82510,2015,3,2020-09-05 16:25:07
7895,12586,3550,1,2020-09-05 16:25:08
6189,74309,1118,2,2020-09-05 16:25:09
7854,84068,3137,1,2020-09-05 16:25:10
6514,87094,4743,2,2020-09-05 16:25:11
6821,56074,357,4,2020-09-05 16:25:12
7584,52372,1453,2,2020-09-05 16:25:13
6151,58001,556,3,2020-09-05 16:25:14
6830,48895,1235,4,2020-09-05 16:25:15
6051,30551,2909,2,2020-09-05 16:25:16
7476,7970,3873,3,2020-09-05 16:25:17
5949,29550,2516,1,2020-09-05 16:25:18
9000,51687,624,5,2020-09-05 16:25:19
6402,12004,690,5,2020-09-05 16:25:20
8826,11678,2690,4,2020-09-05 16:25:21
6897,43729,4787,4,2020-09-05 16:25:22
8467,69029,4853,1,2020-09-05 16:25:23
8817,12113,1233,1,2020-09-05 16:25:24
6172,31435,174,4,2020-09-05 16:25:25
7818,25282,1496,1,2020-09-05 16:25:26
7911,63885,2314,2,2020-09-05 16:25:27
8453,8632,140,3,2020-09-05 16:25:28
6752,84332,643,1,2020-09-05 16:25:29
7612,1756,239,3,2020-09-05 16:25:30
6752,74280,643,5,2020-09-05 16:25:31
7986,10278,110,1,2020-09-05 16:25:32
7229,38264,4458,5,2020-09-05 16:25:33
8453,47631,140,2,2020-09-05 16:25:34
6700,82929,2292,5,2020-09-05 16:25:35
8583,6701,4658,5,2020-09-05 16:25:36
6052,21595,2984,3,2020-09-05 16:25:37
7543,39428,2012,2,2020-09-05 16:25:38
7976,78366,3490,2,2020-09-05 16:25:39
7453,4839,3327,5,2020-09-05 16:25:40
7356,42884,720,5,2020-09-05 16:25:41
6169,3903,4232,2,2020-09-05 16:25:42
5816,52186,469,2,2020-09-05 16:25:43
7994,23848,2176,3,2020-09-05 16:25:44
6019,24643,1419,3,2020-09-05 16:25:45
7959,55786,4594,4,2020-09-05 16:25:46
7304,39024,1861,2,2020-09-05 16:25:47
8863,50553,546,2,2020-09-05 16:25:48
7022,29477,2432,2,2020-09-05 16:25:49
5602,85502,215,3,2020-09-05 16:25:50
8749,76608,4418,3,2020-09-05 16:25:51
8427,62433,1088,1,2020-09-05 16:25:52
6352,5931,738,3,2020-09-05 16:25:53
8863,28253,546,2,2020-09-05 16:25:54
6124,15182,4801,5,2020-09-05 16:25:55
7343,81281,4338,3,2020-09-05 16:25:56
6929,17205,727,4,2020-09-05 16:25:57
8700,37269,410,4,2020-09-05 16:25:58
7980,3090,88,4,2020-09-05 16:25:59
7524,23732,3627,4,2020-09-05 16:26:00
7238,14812,1678,2,2020-09-05 16:26:01
6944,46177,741,3,2020-09-05 16:26:02
6905,72988,1335,5,2020-09-05 16:26:03
8632,34465,3300,4,2020-09-05 16:26:04
6956,202,994,4,2020-09-05 16:26:05
5831,73961,4728,4,2020-09-05 16:26:06
7764,81050,3278,5,2020-09-05 16:26:07
5794,61193,314,2,2020-09-05 16:26:08
6969,23592,1047,1,2020-09-05 16:26:09
7354,26732,3817,5,2020-09-05 16:26:10
6247,54180,1536,2,2020-09-05 16:26:11
5888,77407,3797,4,2020-09-05 16:26:12
7674,38447,3807,3,2020-09-05 16:26:13
7036,27203,3349,5,2020-09-05 16:26:14
5888,18791,3797,1,2020-09-05 16:26:15
8404,33492,398,1,2020-09-05 16:26:16
6892,48209,2095,5,2020-09-05 16:26:17
6749,42932,1544,1,2020-09-05 16:26:18
8296,62320,3343,4,2020-09-05 16:26:19
8235,89180,2369,2,2020-09-05 16:26:20
8903,89310,2430,1,2020-09-05 16:26:21
8276,56819,4561,2,2020-09-05 16:26:22
7925,10129,808,4,2020-09-05 16:26:23
8071,35222,3861,2,2020-09-05 16:26:24
7088,46940,4432,1,2020-09-05 16:26:25
8300,1111,4712,2,2020-09-05 16:26:26
5888,981,3797,1,2020-09-05 16:26:27
6127,30023,4621,3,2020-09-05 16:26:28
8499,59395,3386,3,2020-09-05 16:26:29
6227,45070,4963,5,2020-09-05 16:26:30
5921,16981,2576,5,2020-09-05 16:26:31
8139,22381,1250,4,2020-09-05 16:26:32
8076,19925,3401,5,2020-09-05 16:26:33
8230,32505,325,3,2020-09-05 16:26:34
6753,16385,558,5,2020-09-05 16:26:35
8658,61886,3101,3,2020-09-05 16:26:36
6486,23259,434,2,2020-09-05 16:26:37
6601,8284,4661,5,2020-09-05 16:26:38
6634,42430,1256,1,2020-09-05 16:26:39
7267,80484,3868,5,2020-09-05 16:26:40
8449,84143,4885,1,2020-09-05 16:26:41
6933,83483,3200,1,2020-09-05 16:26:42
7591,89515,3770,3,2020-09-05 16:26:43
6202,75424,4409,2,2020-09-05 16:26:44
8537,88754,2601,5,2020-09-05 16:26:45
6088,35300,3946,5,2020-09-05 16:26:46
6177,22044,1424,4,2020-09-05 16:26:47
7764,33165,3278,3,2020-09-05 16:26:48
8076,53150,3401,4,2020-09-05 16:26:49
6315,37165,4825,2,2020-09-05 16:26:50
6903,36098,1002,5,2020-09-05 16:26:51
7344,59259,3945,2,2020-09-05 16:26:52
5815,9498,4177,1,2020-09-05 16:26:53
6259,25455,4028,3,2020-09-05 16:26:54
5930,48151,438,1,2020-09-05 16:26:55
6652,16310,58,2,2020-09-05 16:26:56
7906,65336,1951,1,2020-09-05 16:26:57
6352,44946,738,1,2020-09-05 16:26:58
6614,39874,4756,4,2020-09-05 16:26:59
8255,69242,2730,1,2020-09-05 16:27:00
7819,38855,2705,2,2020-09-05 16:27:01
5821,1055,1328,2,2020-09-05 16:27:02
7168,49052,690,2,2020-09-05 16:27:03
6586,73909,3791,4,2020-09-05 16:27:04
6643,14797,350,5,2020-09-05 16:27:05
8769,13240,3913,3,2020-09-05 16:27:06
6784,76630,4430,4,2020-09-05 16:27:07
6736,37603,3065,4,2020-09-05 16:27:08
6301,81094,2446,3,2020-09-05 16:27:09
5857,41245,1795,5,2020-09-05 16:27:10
6239,56579,3993,5,2020-09-05 16:27:11
5840,72826,3338,2,2020-09-05 16:27:12
6710,6622,905,3,2020-09-05 16:27:13
7849,57458,2007,3,2020-09-05 16:27:14
7112,21271,3612,2,2020-09-05 16:27:15
6456,7903,719,4,2020-09-05 16:27:16
6940,47749,1889,1,2020-09-05 16:27:17
6540,86673,4921,3,2020-09-05 16:27:18
7520,46059,4711,1,2020-09-05 16:27:19
8107,2954,4168,4,2020-09-05 16:27:20
5927,7534,897,5,2020-09-05 16:27:21
7604,72911,1136,2,2020-09-05 16:27:22
6950,21677,3396,5,2020-09-05 16:27:23
8266,10217,657,4,2020-09-05 16:27:24
8240,60924,2072,2,2020-09-05 16:27:25
6725,58093,4797,1,2020-09-05 16:27:26
5614,29727,4722,3,2020-09-05 16:27:27
8008,48580,4407,4,2020-09-05 16:27:28
8145,20349,1143,2,2020-09-05 16:27:29
5636,83395,212,2,2020-09-05 16:27:30
8712,73663,3036,1,2020-09-05 16:27:31
8690,73646,748,5,2020-09-05 16:27:32
6522,74914,358,2,2020-09-05 16:27:33
6637,6077,3973,1,2020-09-05 16:27:34
7960,71960,321,1,2020-09-05 16:27:35
6715,3847,1040,2,2020-09-05 16:27:36
5664,89640,3546,3,2020-09-05 16:27:37
6857,59201,2237,3,2020-09-05 16:27:38
7350,58890,2309,2,2020-09-05 16:27:39
5818,26346,451,3,2020-09-05 16:27:40
7186,52177,2691,5,2020-09-05 16:27:41
8023,70611,328,1,2020-09-05 16:27:42
7758,26827,3953,4,2020-09-05 16:27:43
6738,82024,4884,1,2020-09-05 16:27:44
5969,6257,3957,3,2020-09-05 16:27:45
7998,62809,635,4,2020-09-05 16:27:46
7878,23326,3273,4,2020-09-05 16:27:47
6571,65749,4398,3,2020-09-05 16:27:48
7801,66526,594,1,2020-09-05 16:27:49
8569,72399,1876,3,2020-09-05 16:27:50
5789,71222,1008,4,2020-09-05 16:27:51
7331,17759,1073,4,2020-09-05 16:27:52
7299,47815,2334,3,2020-09-05 16:27:53
6088,22654,3946,4,2020-09-05 16:27:54
8163,63441,326,3,2020-09-05 16:27:55
8271,16591,1048,2,2020-09-05 16:27:56
5770,83343,80,3,2020-09-05 16:27:57
8090,63255,680,1,2020-09-05 16:27:58
6512,62094,2443,4,2020-09-05 16:27:59
5899,76319,4216,5,2020-09-05 16:28:00
8176,76280,4544,5,2020-09-05 16:28:01
8841,38586,4660,1,2020-09-05 16:28:02
7790,44756,3537,5,2020-09-05 16:28:03
8177,18335,3101,3,2020-09-05 16:28:04
7672,49413,786,3,2020-09-05 16:28:05
7363,57675,4781,4,2020-09-05 16:28:06
7922,44956,3770,1,2020-09-05 16:28:07
8828,74923,3697,2,2020-09-05 16:28:08
8160,4243,2075,1,2020-09-05 16:28:09
8567,40582,1313,3,2020-09-05 16:28:10
8342,64929,700,1,2020-09-05 16:28:11
5882,51888,3143,2,2020-09-05 16:28:12
6646,74452,2428,4,2020-09-05 16:28:13
7142,4767,147,3,2020-09-05 16:28:14
7439,6025,2279,2,2020-09-05 16:28:15
8846,53840,2863,4,2020-09-05 16:28:16
5643,69067,1619,3,2020-09-05 16:28:17
8931,61098,4512,2,2020-09-05 16:28:18
7035,20686,1223,2,2020-09-05 16:28:19
7298,34328,1921,3,2020-09-05 16:28:20
7761,78350,4701,4,2020-09-05 16:28:21
6882,28623,2740,4,2020-09-05 16:28:22
8787,76999,1321,4,2020-09-05 16:28:23
7695,1171,4340,5,2020-09-05 16:28:24
7139,83311,936,4,2020-09-05 16:28:25
6329,89435,4682,3,2020-09-05 16:28:26
5605,77629,2505,4,2020-09-05 16:28:27
8008,79916,4407,1,2020-09-05 16:28:28
5619,65052,143,4,2020-09-05 16:28:29
6034,87170,2365,5,2020-09-05 16:28:30
6440,54482,3674,3,2020-09-05 16:28:31
8541,38082,1527,3,2020-09-05 16:28:32
7641,54682,3189,2,2020-09-05 16:28:33
6564,43018,3089,1,2020-09-05 16:28:34
8393,19761,4278,5,2020-09-05 16:28:35
6433,68512,3234,4,2020-09-05 16:28:36
6660,68373,805,3,2020-09-05 16:28:37
5745,41031,2493,1,2020-09-05 16:28:38
8661,30192,2317,3,2020-09-05 16:28:39
8631,83824,1717,1,2020-09-05 16:28:40
7160,32407,2596,2,2020-09-05 16:28:41
8066,63613,3537,4,2020-09-05 16:28:42
8502,6366,264,4,2020-09-05 16:28:43
